Year,Units,Регионы,GeoCode,Value
2017,"в процентах к 
предыдущему году",Жамбылская,KZ17,104.3
2018,"в процентах к 
предыдущему году",Жамбылская,KZ17,102.9
2011,"в процентах к 
предыдущему году",Карагандинская,KZ12,106.5
2012,"в процентах к 
предыдущему году",Карагандинская,KZ12,100.9
2013,"в процентах к 
предыдущему году",Карагандинская,KZ12,106.7
2014,"в процентах к 
предыдущему году",Карагандинская,KZ12,107.3
2015,"в процентах к 
предыдущему году",Карагандинская,KZ12,101.2
2016,"в процентах к 
предыдущему году",Карагандинская,KZ12,103.3
2017,"в процентах к 
предыдущему году",Карагандинская,KZ12,106.4
2018,"в процентах к 
предыдущему году",Карагандинская,KZ12,102.9
2011,"в процентах к 
предыдущему году",Костанайская,KZ13,116.0
2012,"в процентах к 
предыдущему году",Костанайская,KZ13,93.5
2013,"в процентах к 
предыдущему году",Костанайская,KZ13,111.9
2014,"в процентах к 
предыдущему году",Костанайская,KZ13,103.9
2015,"в процентах к 
предыдущему году",Костанайская,KZ13,96.6
2016,"в процентах к 
предыдущему году",Костанайская,KZ13,97.2
2017,"в процентах к 
предыдущему году",Костанайская,KZ13,104.7
2018,"в процентах к 
предыдущему году",Костанайская,KZ13,108.4
2011,"в процентах к 
предыдущему году",Кызылординская,KZ14,99.0
2012,"в процентах к 
предыдущему году",Кызылординская,KZ14,100.9
2013,"в процентах к 
предыдущему году",Кызылординская,KZ14,101.9
2014,"в процентах к 
предыдущему году",Кызылординская,KZ14,104.5
2015,"в процентах к 
предыдущему году",Кызылординская,KZ14,97.1
2016,"в процентах к 
предыдущему году",Кызылординская,KZ14,88.7
2017,"в процентах к 
предыдущему году",Кызылординская,KZ14,99.2
2018,"в процентах к 
предыдущему году",Кызылординская,KZ14,100.1
2011,"в процентах к 
предыдущему году",Мангистауская,KZ09,89.3
2012,"в процентах к 
предыдущему году",Мангистауская,KZ09,90.0
2013,"в процентах к 
предыдущему году",Мангистауская,KZ09,103.7
2014,"в процентах к 
предыдущему году",Мангистауская,KZ09,107.8
2015,"в процентах к 
предыдущему году",Мангистауская,KZ09,90.8
2016,"в процентах к 
предыдущему году",Мангистауская,KZ09,99.6
2017,"в процентах к 
предыдущему году",Мангистауская,KZ09,99.6
2018,"в процентах к 
предыдущему году",Мангистауская,KZ09,99.7
2011,"в процентах к 
предыдущему году",Южно-Казахстанская,KZ10,102.0
2012,"в процентах к 
предыдущему году",Южно-Казахстанская,KZ10,100.5
2013,"в процентах к 
предыдущему году",Южно-Казахстанская,KZ10,101.6
2014,"в процентах к 
предыдущему году",Южно-Казахстанская,KZ10,104.0
2015,"в процентах к 
предыдущему году",Южно-Казахстанская,KZ10,102.9
2016,"в процентах к 
предыдущему году",Южно-Казахстанская,KZ10,101.0
2017,"в процентах к 
предыдущему году",Южно-Казахстанская,KZ10,105.2
2011,"в процентах к 
предыдущему году",Павлодарская,KZ11,110.4
2012,"в процентах к 
предыдущему году",Павлодарская,KZ11,108.9
2013,"в процентах к 
предыдущему году",Павлодарская,KZ11,99.4
2014,"в процентах к 
предыдущему году",Павлодарская,KZ11,99.9
2015,"в процентах к 
предыдущему году",Павлодарская,KZ11,101.1
2016,"в процентах к 
предыдущему году",Павлодарская,KZ11,100.7
2017,"в процентах к 
предыдущему году",Павлодарская,KZ11,105.7
2018,"в процентах к 
предыдущему году",Павлодарская,KZ11,103.9
2011,"в процентах к 
предыдущему году",Северо-Казахстанская,KZ16,120.9
2012,"в процентах к 
предыдущему году",Северо-Казахстанская,KZ16,98.5
2013,"в процентах к 
предыдущему году",Северо-Казахстанская,KZ16,108.1
2014,"в процентах к 
предыдущему году",Северо-Казахстанская,KZ16,110.9
2015,"в процентах к 
предыдущему году",Северо-Казахстанская,KZ16,99.5
2016,"в процентах к 
предыдущему году",Северо-Казахстанская,KZ16,102.8
2017,"в процентах к 
предыдущему году",Северо-Казахстанская,KZ16,106.2
2018,"в процентах к 
предыдущему году",Северо-Казахстанская,KZ16,102.5
2018,"в процентах к 
предыдущему году",Туркестанская,KZ10,106.5
2011,"в процентах к 
предыдущему году",Восточно-Казахстанская,KZ15,108.8
2012,"в процентах к 
предыдущему году",Восточно-Казахстанская,KZ15,114.6
2013,"в процентах к 
предыдущему году",Восточно-Казахстанская,KZ15,107.5
2014,"в процентах к 
предыдущему году",Восточно-Казахстанская,KZ15,102.9
2015,"в процентах к 
предыдущему году",Восточно-Казахстанская,KZ15,101.7
2016,"в процентах к 
предыдущему году",Восточно-Казахстанская,KZ15,102.5
2017,"в процентах к 
предыдущему году",Восточно-Казахстанская,KZ15,95.7
2018,"в процентах к 
предыдущему году",Восточно-Казахстанская,KZ15,107.6
2011,"в процентах к 
предыдущему году",г.Нур-Султан,KZ05,106.4
2012,"в процентах к 
предыдущему году",г.Нур-Султан,KZ05,111.0
2013,"в процентах к 
предыдущему году",г.Нур-Султан,KZ05,106.2
2014,"в процентах к 
предыдущему году",г.Нур-Султан,KZ05,104.1
2015,"в процентах к 
предыдущему году",г.Нур-Султан,KZ05,99.3
2016,"в процентах к 
предыдущему году",г.Нур-Султан,KZ05,102.5
2017,"в процентах к 
предыдущему году",г.Нур-Султан,KZ05,97.3
2018,"в процентах к 
предыдущему году",г.Нур-Султан,KZ05,95.1
2011,"в процентах к 
предыдущему году",г.Алматы,KZ02,106.0
2012,"в процентах к 
предыдущему году",г.Алматы,KZ02,105.6
2013,"в процентах к 
предыдущему году",г.Алматы,KZ02,113.3
2014,"в процентах к 
предыдущему году",г.Алматы,KZ02,104.0
2015,"в процентах к 
предыдущему году",г.Алматы,KZ02,95.6
2016,"в процентах к 
предыдущему году",г.Алматы,KZ02,99.3
2017,"в процентах к 
предыдущему году",г.Алматы,KZ02,100.3
2018,"в процентах к 
предыдущему году",г.Алматы,KZ02,100.5
2018,"в процентах к 
предыдущему году",г.Шымкент,KZ18,100.4
