Year,Units,Регионы,GeoCode,Value
2012,тыс_гектаров,Жамбылская,KZ17,2222.3
2013,тыс_гектаров,Жамбылская,KZ17,2231.0
2014,тыс_гектаров,Жамбылская,KZ17,2236.1
2015,тыс_гектаров,Жамбылская,KZ17,2240.6
2016,тыс_гектаров,Жамбылская,KZ17,2240.7
2017,тыс_гектаров,Жамбылская,KZ17,2361.3
2018,тыс_гектаров,Жамбылская,KZ17,2323.1
2010,тыс_гектаров,Карагандинская,KZ12,155.4
2011,тыс_гектаров,Карагандинская,KZ12,155.4
2012,тыс_гектаров,Карагандинская,KZ12,156.0
2013,тыс_гектаров,Карагандинская,KZ12,155.6
2014,тыс_гектаров,Карагандинская,KZ12,155.8
2015,тыс_гектаров,Карагандинская,KZ12,153.3
2016,тыс_гектаров,Карагандинская,KZ12,153.3
2017,тыс_гектаров,Карагандинская,KZ12,153.5
2018,тыс_гектаров,Карагандинская,KZ12,153.6
2010,тыс_гектаров,Костанайская,KZ13,222.4
2011,тыс_гектаров,Костанайская,KZ13,223.7
2012,тыс_гектаров,Костанайская,KZ13,224.1
2013,тыс_гектаров,Костанайская,KZ13,229.0
2014,тыс_гектаров,Костанайская,KZ13,234.9
2015,тыс_гектаров,Костанайская,KZ13,236.4
2016,тыс_гектаров,Костанайская,KZ13,238.2
2017,тыс_гектаров,Костанайская,KZ13,240.0
2018,тыс_гектаров,Костанайская,KZ13,241.3
2010,тыс_гектаров,Кызылординская,KZ14,3094.7
2011,тыс_гектаров,Кызылординская,KZ14,3088.2
2012,тыс_гектаров,Кызылординская,KZ14,3056.8
2013,тыс_гектаров,Кызылординская,KZ14,3055.0
2014,тыс_гектаров,Кызылординская,KZ14,3063.0
2015,тыс_гектаров,Кызылординская,KZ14,3059.1
2016,тыс_гектаров,Кызылординская,KZ14,3080.3
2017,тыс_гектаров,Кызылординская,KZ14,3103.2
2018,тыс_гектаров,Кызылординская,KZ14,3118.9
2010,тыс_гектаров,Мангистауская,KZ09,122.7
2011,тыс_гектаров,Мангистауская,KZ09,122.8
2012,тыс_гектаров,Мангистауская,KZ09,122.8
2013,тыс_гектаров,Мангистауская,KZ09,122.4
2014,тыс_гектаров,Мангистауская,KZ09,122.4
2015,тыс_гектаров,Мангистауская,KZ09,122.4
2016,тыс_гектаров,Мангистауская,KZ09,122.4
2017,тыс_гектаров,Мангистауская,KZ09,125.1
2018,тыс_гектаров,Мангистауская,KZ09,125.2
2010,тыс_гектаров,Павлодарская,KZ11,247.0
2011,тыс_гектаров,Павлодарская,KZ11,249.9
2012,тыс_гектаров,Павлодарская,KZ11,249.3
2013,тыс_гектаров,Павлодарская,KZ11,250.5
2014,тыс_гектаров,Павлодарская,KZ11,253.1
2015,тыс_гектаров,Павлодарская,KZ11,254.5
2016,тыс_гектаров,Павлодарская,KZ11,257.1
2017,тыс_гектаров,Павлодарская,KZ11,258.4
2018,тыс_гектаров,Павлодарская,KZ11,261.6
2010,тыс_гектаров,Северо-Казахстанская,KZ16,530.2
2011,тыс_гектаров,Северо-Казахстанская,KZ16,529.4
2012,тыс_гектаров,Северо-Казахстанская,KZ16,529.7
2013,тыс_гектаров,Северо-Казахстанская,KZ16,529.3
2014,тыс_гектаров,Северо-Казахстанская,KZ16,531.9
2015,тыс_гектаров,Северо-Казахстанская,KZ16,534.0
2016,тыс_гектаров,Северо-Казахстанская,KZ16,535.6
2017,тыс_гектаров,Северо-Казахстанская,KZ16,537.2
2018,тыс_гектаров,Северо-Казахстанская,KZ16,538.5
2010,тыс_гектаров,Туркестанская,KZ10,1603.4
2011,тыс_гектаров,Туркестанская,KZ10,1603.4
2012,тыс_гектаров,Туркестанская,KZ10,1614.1
2013,тыс_гектаров,Туркестанская,KZ10,1614.2
2014,тыс_гектаров,Туркестанская,KZ10,1616.8
2015,тыс_гектаров,Туркестанская,KZ10,1623.7
2016,тыс_гектаров,Туркестанская,KZ10,1630.1
2017,тыс_гектаров,Туркестанская,KZ10,1639.2
2018,тыс_гектаров,Туркестанская,KZ10,1654.4
2010,тыс_гектаров,Восточно-Казахстанская,KZ15,1800.8
2011,тыс_гектаров,Восточно-Казахстанская,KZ15,1862.5
2012,тыс_гектаров,Восточно-Казахстанская,KZ15,1974.1
2013,тыс_гектаров,Восточно-Казахстанская,KZ15,2000.8
2014,тыс_гектаров,Восточно-Казахстанская,KZ15,2004.7
2015,тыс_гектаров,Восточно-Казахстанская,KZ15,2005.3
2016,тыс_гектаров,Восточно-Казахстанская,KZ15,2010.3
2017,тыс_гектаров,Восточно-Казахстанская,KZ15,2015.3
2018,тыс_гектаров,Восточно-Казахстанская,KZ15,2020.9
